customer_id,region,subscription_plan,contract_type,tenure_months,monthly_logins,customer_satisfaction_score,industry,company_size,years_in_business,monthly_subscription_fee_gbp,discount_percentage,employee_count,active_users,feature_usage_score,avg_session_duration_minutes,projects_created,integrations_enabled,support_tickets_last_6m,avg_resolution_time_hours,payment_failures_last_12m,email_open_rate,webinar_attendance_count,monthly_recurring_revenue,lifetime_value,signup_date,last_login_date,customer_segment,acquisition_channel,churn
CF04406,North West,Starter,Monthly,7,35.0,2.0,Manufacturing,Micro,22,79,1,7,2,,56.0,136,18,1,56,2,49.0,5,77.14,539.98,2023-03-30,2023-05-13,Mid-Market,Organic Search,No
CF04934,London,Professional,Annual,6,51.0,3.0,Education,Micro,7,29,15,6,1,1.0,108.0,14,4,1,25,1,2.0,6,30.26,181.56,2021-06-26,2022-06-13,Mid-Market,Partner,No
CF14668,East Midlands,Enterprise,Monthly,2,46.0,8.0,Retail,Small,18,79,13,35,19,79.0,8.0,160,16,3,18,1,51.0,8,77.83,155.66,2023-10-18,2024-03-16,Smb,Linkedin,No
CF05523,Wales,Starter,Monthly,1,49.0,4.0,Retail,Micro,7,29,24,3,1,,82.0,81,8,3,15,4,5.0,2,30.0,30.0,2024-10-20,2025-06-20,Mid-Market,Referral,Yes
CF03427,South West,Professional,Monthly,33,46.0,,Logistics,Medium,20,29,13,202,130,68.0,60.0,148,4,1,25,0,76.0,9,26.35,869.55,2023-11-01,2024-06-15,Smb,Linkedin,No
CF00094,Scotland,Professional,Annual,10,60.0,2.0,Logistics,Small,14,199,13,12,7,61.0,72.0,174,4,1,59,3,75.0,10,234.98,2349.8,2023-09-29,2024-03-09,Mid-Market,Partner,No
CF10235,North West,Enterprise,Annual,3,46.0,2.0,Finance,Small,29,29,13,12,7,31.0,92.0,23,1,2,63,5,84.0,6,29.81,89.43,2024-09-22,2025-03-19,Smb,Google Ads,Yes
CF09816,North East,Enterprise,Annual,13,2807.0,7.0,Technology,Medium,11,29,8,248,191,54.0,179.0,119,17,0,33,2,99.0,10,24.31,316.03,2023-03-06,2023-10-21,Mid-Market,Referral,No
CF14502,North West,Enterprise,Annual,28,33.0,5.0,Manufacturing,Small,26,29,40,17,12,51.0,120.0,115,3,4,18,4,47.0,8,33.97,951.16,2021-08-19,2022-06-27,Mid-Market,Linkedin,No
CF01211,Scotland,Starter,Monthly,8,55.0,7.0,Manufacturing,Small,11,29,1,17,11,,35.0,155,4,1,46,0,43.0,2,34.38,275.04,2022-02-25,2022-03-22,Mid-Market,Partner,No
CF01926,Wales,Starter,Monthly,54,55.0,9.0,Retail,Large,11,79,34,816,486,6.0,41.0,195,3,1,16,5,68.0,2,93.9,5070.6,2023-06-23,2024-05-17,Smb,Partner,Yes
CF13350,North East,Professional,Monthly,19,42.0,8.0,Healthcare,Small,2,79,24,32,22,72.0,24.0,119,6,2,67,5,6.0,4,71.44,1357.36,2021-09-09,2022-04-02,Smb,Direct,No
CF05097,South East,Starter,Monthly,44,,8.0,Finance,Small,10,79,18,19,6,3.0,61.0,163,1,2,7,2,59.0,11,74.09,3259.96,2022-06-03,2022-11-15,Enterprise,Linkedin,No
CF05797,Wales,Starter,Monthly,3,39.0,2.0,Healthcare,Small,5,79,33,24,16,2.0,135.0,188,7,0,27,1,93.0,6,63.68,191.04,2023-03-09,2023-12-24,Mid-Market,Linkedin,Yes
CF08143,Scotland,Starter,Monthly,31,40.0,1.0,Logistics,Micro,21,79,16,1,0,29.0,51.0,158,14,0,69,0,26.0,11,64.54,2000.74,2020-09-11,2020-11-29,Smb,Organic Search,Yes
CF10099,North East,Starter,Annual,7,42.0,4.0,Finance,Small,27,29,3,24,17,41.0,134.0,140,0,4,24,5,61.0,8,33.82,236.74,2024-08-30,2024-11-02,Smb,Organic Search,No
CF01345,East Midlands,Professional,Monthly,12,31.0,7.0,Education,Medium,21,29,40,242,168,53.0,29.0,149,4,3,51,4,,8,27.55,330.6,2025-01-30,2025-06-20,Mid-Market,Referral,No
CF06758,East Midlands,Professional,Monthly,37,34.0,6.0,Healthcare,Small,14,79,15,18,8,13.0,90.0,50,15,2,6,1,94.0,5,66.36,2455.32,2021-05-08,2021-10-19,Mid-Market,Partner,No
CF00748,North West,Starter,Monthly,78,42.0,1.0,Logistics,Medium,16,199,11,64,36,77.0,128.0,130,3,3,7,2,17.0,6,225.47,17586.66,2023-06-07,2024-03-18,Smb,Direct,No
CF10695,West Midlands,Starter,Monthly,4,40.0,7.0,Healthcare,Small,10,29,35,21,7,70.0,109.0,78,8,2,42,0,,0,26.09,104.36,2025-05-16,2025-06-20,Mid-Market,Linkedin,No
CF03075,South East,Professional,Annual,56,42.0,3.0,Retail,Micro,9,199,14,7,3,72.0,122.0,35,15,0,41,4,80.0,9,203.02,11369.12,2021-01-14,2021-12-05,Smb,Google Ads,No
CF09387,Wales,Starter,Annual,11,46.0,10.0,Retail,Medium,14,79,40,64,48,36.0,51.0,155,3,2,68,4,65.0,11,68.42,752.62,2024-07-04,2025-01-10,Smb,Referral,No
CF04187,London,Professional,Monthly,9,41.0,9.0,Technology,Small,11,29,39,47,11,67.0,111.0,109,11,3,22,1,23.0,10,24.77,222.93,2023-03-25,2023-10-23,Smb,Referral,No
CF12658,West Midlands,Professional,Annual,23,59.0,2.0,Finance,Medium,18,29,29,74,38,40.0,78.0,144,2,3,52,2,0.0,9,27.46,631.58,2023-05-25,2023-08-02,Smb,Partner,No
CF00193,North West,Starter,Annual,5,39.0,10.0,Manufacturing,Micro,28,29,38,6,2,7.0,136.0,25,8,2,32,3,18.0,3,26.67,133.35,2024-12-11,2025-06-20,Mid-Market,Partner,Yes
CF01290,South East,Starter,Annual,10,40.0,10.0,Healthcare,Medium,15,79,32,244,173,84.0,90.0,83,19,1,55,3,97.0,5,81.19,811.9,2024-09-02,2025-06-20,Smb,Direct,No
CF04378,London,Starter,Monthly,20,28.0,5.0,Education,Micro,5,199,20,1,0,25.0,140.0,178,17,3,40,5,23.0,7,172.08,3441.6,2022-01-06,2022-06-21,Smb,Referral,Yes
CF06314,London,Starter,Monthly,37,59.0,8.0,Healthcare,Small,7,29,39,22,17,1.0,70.0,110,17,3,57,4,69.0,1,31.79,1176.23,2021-10-19,2021-11-16,Smb,Organic Search,Yes
CF05303,North East,Starter,Monthly,20,48.0,10.0,Manufacturing,Large,5,79,20,362,108,67.0,114.0,35,19,2,70,0,54.0,0,72.03,1440.6,2023-04-07,2024-02-07,Enterprise,Referral,No
CF06760,East Midlands,Starter,Monthly,79,43.0,7.0,Retail,Medium,14,79,7,194,65,45.0,128.0,145,17,3,47,2,56.0,4,70.71,5586.09,2024-09-20,2025-06-20,Smb,Organic Search,No
CF01279,Wales,Professional,Monthly,20,41.0,2.0,Technology,Micro,21,29,35,8,2,50.0,83.0,180,8,3,6,3,77.0,2,28.25,565.0,2021-02-12,2021-09-08,Mid-Market,Organic Search,Yes
CF11885,South West,Professional,Monthly,36,38.0,2.0,Manufacturing,Small,9,199,26,45,20,29.0,118.0,175,15,5,51,4,28.0,0,169.91,6116.76,2023-02-19,2024-02-10,Smb,Linkedin,No
CF07192,West Midlands,Professional,Monthly,18,49.0,3.0,Finance,Micro,28,29,35,9,2,27.0,106.0,16,1,3,69,3,100.0,1,24.66,443.88,2024-08-16,2025-02-19,Mid-Market,Organic Search,No
CF12530,London,Enterprise,Monthly,25,47.0,4.0,Technology,Micro,28,199,40,1,0,96.0,137.0,191,13,1,54,5,78.0,8,185.56,4639.0,2022-08-10,2022-09-01,Smb,Linkedin,Yes
CF12371,East Midlands,Starter,Monthly,18,47.0,4.0,Healthcare,Micro,18,29,32,8,3,89.0,175.0,6,4,1,4,0,80.0,9,30.67,552.06,2025-03-12,2025-05-17,Smb,Google Ads,No
CF13096,West Midlands,Professional,Annual,19,48.0,8.0,Technology,Micro,9,79,27,4,2,2.0,119.0,88,8,0,18,5,14.0,0,89.56,1701.64,2021-10-20,2022-04-19,Smb,Partner,No
CF05170,North East,Starter,Monthly,47,48.0,1.0,Finance,Medium,4,79,11,221,147,69.0,37.0,62,15,3,50,3,8.0,2,85.01,3995.47,2024-05-11,2025-03-29,Enterprise,Direct,Yes
CF02324,North West,Starter,Annual,14,50.0,5.0,Healthcare,Micro,24,79,34,7,3,,77.0,48,9,1,21,5,60.0,3,65.17,912.38,2021-09-12,2022-01-05,Smb,Organic Search,No
CF06297,Wales,Starter,Monthly,24,36.0,1.0,Healthcare,Small,7,29,18,31,22,54.0,124.0,59,18,1,22,4,2.0,10,33.08,793.92,2023-12-29,2024-04-16,Mid-Market,Linkedin,Yes
CF09000,South East,Enterprise,Monthly,30,,,Manufacturing,Micro,20,79,23,1,0,39.0,,123,5,1,4,4,,2,68.02,2040.6,2024-11-08,2025-06-20,Mid-Market,Google Ads,Yes
CF06261,North East,Starter,Annual,8,40.0,10.0,Education,Medium,10,29,7,84,46,34.0,125.0,183,17,2,10,4,14.0,4,31.65,253.2,2023-05-06,2023-11-17,Smb,Organic Search,No
CF00152,South East,Starter,Monthly,5,42.0,1.0,Healthcare,Micro,6,199,12,5,3,62.0,163.0,13,17,2,60,5,16.0,3,206.5,1032.5,2022-07-03,2023-06-15,Smb,Google Ads,Yes
CF07951,London,Enterprise,Monthly,6,44.0,4.0,Healthcare,Micro,4,79,14,8,3,80.0,170.0,106,14,6,11,4,80.0,9,65.22,391.32,2020-10-23,2021-09-24,Smb,Direct,No
CF11079,South East,Enterprise,Monthly,1,46.0,3.0,Retail,Micro,6,79,11,6,4,76.0,93.0,144,3,2,14,2,20.0,5,67.18,67.18,2025-03-08,2025-06-02,Smb,Linkedin,Yes
CF14610,North East,Starter,Annual,9,44.0,2.0,Education,Small,26,29,19,35,23,87.0,24.0,154,10,1,65,1,29.0,7,33.96,305.64,2021-10-27,2021-11-16,Smb,Direct,No
CF02145,West Midlands,Professional,Monthly,3,51.0,1.0,Finance,Medium,3,29,17,191,114,57.0,52.0,74,7,2,58,4,41.0,5,30.13,90.39,2020-12-21,2021-05-20,Mid-Market,Google Ads,Yes
CF06238,South East,Starter,Monthly,2,59.0,3.0,Manufacturing,Micro,10,199,29,1,0,53.0,146.0,27,1,1,28,4,51.0,1,217.66,435.32,2024-12-31,2025-05-02,Mid-Market,Organic Search,No
CF12012,London,Enterprise,Monthly,12,30.0,6.0,Education,Small,12,79,7,33,8,25.0,27.0,22,6,0,9,4,,5,75.34,904.08,2021-08-26,2022-01-07,Mid-Market,Partner,Yes
CF08961,North West,Starter,Monthly,2,44.0,6.0,Education,Small,18,29,13,24,16,80.0,113.0,179,14,1,40,3,74.0,11,33.29,66.58,2024-09-08,2024-11-21,Mid-Market,Google Ads,Yes
CF01226,London,Starter,Monthly,11,48.0,2.0,Finance,Small,10,29,36,50,21,15.0,82.0,39,18,3,41,4,46.0,8,29.94,329.34,2023-04-15,2023-09-28,Smb,Organic Search,Yes
CF11846,South West,Professional,Annual,6,45.0,6.0,Education,Micro,10,199,37,4,2,72.0,115.0,125,14,2,69,5,39.0,2,191.07,1146.42,2021-08-14,2022-01-31,Smb,Linkedin,No
CF08368,West Midlands,Starter,Monthly,8,43.0,2.0,Technology,Small,19,29,39,37,9,85.0,170.0,47,12,0,8,0,28.0,4,26.05,208.4,2021-08-13,2021-12-01,Smb,Direct,No
CF05667,North East,Professional,Annual,18,30.0,,Education,Micro,6,79,18,8,5,93.0,69.0,150,17,0,62,0,67.0,9,92.25,1660.5,2020-08-20,2020-10-30,Smb,Organic Search,No
CF08602,North West,Professional,Annual,4,34.0,9.0,Finance,Small,28,29,23,26,14,38.0,50.0,154,11,4,22,2,14.0,6,33.12,132.48,2023-12-31,2024-08-27,Mid-Market,Referral,No
CF14525,Wales,Starter,Annual,39,39.0,9.0,Technology,Micro,2,199,9,5,2,,138.0,34,0,1,12,3,23.0,10,225.67,8801.13,2022-03-17,2023-03-05,Smb,Google Ads,No
CF10746,East Midlands,Starter,Monthly,48,56.0,5.0,Retail,Micro,17,199,1,7,1,,92.0,159,0,4,62,2,2.0,2,221.64,10638.72,2024-04-28,2024-12-25,Mid-Market,Referral,No
CF14652,North West,Professional,Monthly,2,38.0,8.0,Manufacturing,Small,24,29,12,39,10,,162.0,34,9,4,18,0,83.0,6,32.18,64.36,2021-07-26,2021-10-31,Smb,Direct,No
CF14062,North East,Professional,Monthly,19,49.0,10.0,Retail,Micro,4,29,2,8,4,25.0,120.0,12,8,4,7,0,8.0,9,23.73,450.87,2024-08-21,2024-09-27,Smb,Referral,No
CF13879,London,Professional,Monthly,1,42.0,9.0,Manufacturing,Small,4,79,37,20,14,93.0,20.0,134,1,0,71,5,35.0,9,65.69,65.69,2024-03-16,2025-01-16,Mid-Market,Organic Search,Yes
CF12815,East Midlands,Starter,Monthly,13,40.0,8.0,Manufacturing,Small,12,29,23,19,7,69.0,160.0,120,16,1,55,5,,8,27.63,359.19,2025-01-05,2025-04-17,Smb,Direct,No
CF13945,South West,Starter,Monthly,5,51.0,10.0,Finance,Micro,15,79,19,3,0,87.0,94.0,167,11,4,56,1,11.0,3,86.39,431.95,2023-12-22,2024-05-08,Enterprise,Direct,No
CF00779,London,Enterprise,Monthly,25,50.0,3.0,Healthcare,Micro,1,29,3,9,5,75.0,111.0,149,2,3,20,3,51.0,7,26.23,655.75,2023-02-03,2023-04-21,Mid-Market,Referral,Yes
CF07419,North West,Professional,Monthly,42,,4.0,Healthcare,Micro,5,29,19,3,1,13.0,170.0,13,15,1,16,2,56.0,2,29.74,1249.08,2020-11-29,2021-03-12,Smb,Direct,Yes
CF06118,North West,Starter,Monthly,21,52.0,1.0,Manufacturing,Micro,10,29,39,10,5,,78.0,80,3,2,59,2,,8,34.66,727.86,2024-12-23,2025-06-20,Enterprise,Partner,No
CF12231,Wales,Professional,Monthly,7,49.0,10.0,Retail,Medium,3,29,3,241,123,84.0,,46,12,2,5,5,27.0,7,23.86,167.02,2023-10-20,2023-11-19,Enterprise,Google Ads,No
CF14648,South East,Professional,Monthly,1,48.0,7.0,Logistics,Micro,27,29,39,2,1,54.0,129.0,81,7,1,5,5,14.0,0,27.36,27.36,2024-07-15,2025-02-24,Smb,Organic Search,No
CF08175,South East,Professional,Annual,13,41.0,6.0,Retail,Large,20,29,6,322,219,71.0,95.0,178,3,0,56,3,53.0,8,30.21,392.73,2024-08-29,2025-05-03,Smb,Direct,No
CF09154,Wales,Professional,Monthly,3,51.0,10.0,Retail,Medium,29,79,19,136,29,69.0,103.0,191,6,2,21,2,65.0,5,89.31,267.93,2023-07-21,2024-01-06,Smb,Organic Search,No
CF08123,London,Professional,Monthly,3,46.0,1.0,Finance,Micro,22,199,17,9,5,,67.0,53,12,2,47,0,75.0,8,181.74,545.22,2022-09-29,2023-01-09,Smb,Partner,Yes
CF11101,South East,Starter,Annual,3,43.0,9.0,Technology,Small,7,79,17,35,8,88.0,76.0,28,2,2,44,2,41.0,2,92.28,276.84,2022-09-14,2023-01-23,Enterprise,Direct,No
CF00127,Wales,Professional,Monthly,50,43.0,7.0,Finance,Micro,1,199,31,3,1,17.0,18.0,132,15,0,54,0,31.0,9,221.98,11099.0,2022-10-23,2023-04-13,Enterprise,Partner,No
CF09225,West Midlands,Professional,Annual,6,41.0,5.0,Technology,Micro,14,79,39,2,1,89.0,,149,3,1,49,2,68.0,0,64.69,388.14,2023-11-04,2024-02-13,Mid-Market,Google Ads,No
CF12557,West Midlands,Starter,Annual,28,45.0,1.0,Finance,Small,1,79,10,38,7,74.0,16.0,90,17,1,64,1,55.0,11,88.43,2476.04,2024-10-02,2024-10-23,Mid-Market,Partner,No
CF06052,South East,Professional,Annual,35,43.0,8.0,Finance,Small,11,199,10,12,3,47.0,25.0,145,15,0,66,0,11.0,10,227.12,7949.2,2023-01-06,2023-12-15,Mid-Market,Google Ads,No
CF01946,South East,Professional,Monthly,6,40.0,9.0,Logistics,Large,2,29,32,335,102,21.0,,84,7,1,4,4,56.0,9,26.92,161.52,2020-06-09,2020-06-30,Enterprise,Referral,No
CF14761,Scotland,Starter,Monthly,23,35.0,7.0,Logistics,Medium,1,29,36,100,44,95.0,179.0,155,15,2,16,5,24.0,3,31.94,734.62,2022-01-23,2022-07-20,Mid-Market,Linkedin,No
CF05218,South West,Professional,Monthly,8,48.0,5.0,Education,Micro,14,29,26,3,1,49.0,178.0,46,7,1,45,2,18.0,6,33.68,269.44,2020-03-05,2020-09-19,Smb,Direct,No
CF10952,East Midlands,Starter,Monthly,15,42.0,5.0,Logistics,Micro,5,29,7,3,0,49.0,167.0,45,7,2,19,0,59.0,0,34.31,514.65,2023-05-24,2023-07-17,Smb,Organic Search,No
CF02029,South East,Starter,Annual,19,28.0,7.0,Finance,Small,17,79,28,50,33,35.0,133.0,72,10,4,38,3,,11,69.55,1321.45,2022-12-30,2023-09-24,Smb,Partner,No
CF13816,Scotland,Professional,Monthly,19,50.0,3.0,Manufacturing,Micro,17,29,40,6,4,63.0,95.0,120,18,4,2,4,53.0,5,33.37,634.03,2020-05-21,2020-10-02,Mid-Market,Referral,Yes
CF11864,South East,Starter,Monthly,3,48.0,10.0,Healthcare,Micro,23,79,31,4,2,1.0,65.0,67,10,2,68,2,72.0,8,84.34,253.02,2021-10-24,2022-07-30,Mid-Market,Referral,Yes
CF11038,Scotland,Starter,Monthly,36,46.0,8.0,Healthcare,Medium,16,29,21,52,17,51.0,,71,4,2,30,3,43.0,1,33.93,1221.48,2022-02-19,2022-07-04,Smb,Direct,No
CF13941,South East,Professional,Annual,17,40.0,9.0,Education,Micro,2,29,29,2,1,39.0,133.0,34,11,1,68,5,6.0,5,25.79,438.43,2022-08-15,2023-05-30,Smb,Organic Search,No
CF12837,Scotland,Professional,Monthly,28,54.0,5.0,Technology,Small,25,29,19,50,23,3.0,149.0,48,0,2,41,1,49.0,0,30.01,840.28,2023-12-29,2024-01-24,Smb,Partner,No
CF12593,North West,Starter,Annual,34,4935.0,2.0,Finance,Micro,4,29,24,1,0,76.0,,196,15,1,62,1,81.0,7,23.96,814.64,2023-04-18,2023-11-03,Smb,Google Ads,No
CF10038,North East,Professional,Monthly,13,42.0,9.0,Finance,Micro,15,29,38,5,1,52.0,120.0,103,7,3,52,4,53.0,3,30.85,401.05,2021-07-21,2021-12-19,Smb,Linkedin,No
CF10005,North East,Professional,Monthly,6,50.0,8.0,Education,Medium,16,29,11,73,27,35.0,12.0,66,15,2,59,2,12.0,8,29.97,179.82,2023-07-15,2023-12-16,Smb,Direct,No
CF09522,East Midlands,Starter,Monthly,12,,6.0,Education,Micro,7,79,19,3,1,14.0,95.0,175,1,1,59,2,5.0,0,89.5,1074.0,2022-08-13,2023-06-30,Smb,Direct,No
CF00747,Scotland,Professional,Annual,52,46.0,10.0,Finance,Small,27,79,35,12,2,84.0,143.0,102,17,2,35,5,65.0,0,83.8,4357.6,2021-03-05,2021-07-21,Mid-Market,Linkedin,No
CF07606,East Midlands,Starter,Monthly,1,44.0,2.0,Retail,Micro,7,29,33,7,3,85.0,14.0,126,7,0,27,4,92.0,4,27.66,27.66,2022-11-20,2023-02-08,Mid-Market,Direct,Yes
CF09384,Wales,Starter,Annual,28,38.0,10.0,Technology,Micro,7,29,17,10,4,70.0,41.0,138,2,1,68,1,73.0,7,25.49,713.72,2022-01-25,2022-12-29,Smb,Linkedin,No
CF06633,London,Professional,Monthly,11,45.0,2.0,Technology,Small,25,29,10,47,30,67.0,57.0,32,11,0,69,2,38.0,11,32.48,357.28,2021-10-28,2022-01-22,Mid-Market,Partner,No
CF12538,Wales,Starter,Monthly,5,51.0,7.0,Finance,Medium,29,29,28,250,158,77.0,159.0,52,16,2,16,0,59.0,9,27.45,137.25,2022-09-29,2023-09-09,Mid-Market,Direct,No
CF11793,North West,Professional,Annual,73,30.0,4.0,Manufacturing,Micro,5,79,2,6,4,48.0,28.0,95,19,2,22,5,62.0,2,72.36,5282.28,2024-08-12,2025-06-20,Smb,Partner,No
CF14490,South East,Starter,Annual,13,,,Finance,Micro,28,199,22,3,2,31.0,23.0,52,15,1,32,0,62.0,7,179.42,2332.46,2021-03-25,2022-01-29,Mid-Market,Referral,No
CF00422,South East,Starter,Monthly,3,41.0,2.0,Manufacturing,Micro,24,199,39,7,1,74.0,38.0,194,8,4,63,0,47.0,7,213.98,641.94,2022-07-14,2023-05-01,Smb,Partner,Yes
CF05983,West Midlands,Starter,Annual,10,43.0,2.0,Education,Medium,17,79,4,65,17,71.0,152.0,165,18,3,29,0,39.0,3,74.37,743.7,2025-01-20,2025-01-24,Enterprise,Partner,No
CF05609,East Midlands,Professional,Monthly,7,51.0,4.0,Finance,Micro,16,29,20,3,1,15.0,108.0,41,9,2,51,2,47.0,3,27.29,191.03,2024-02-11,2024-09-12,Smb,Google Ads,No
CF02884,South West,Professional,Monthly,1,45.0,1.0,Finance,Medium,23,29,0,140,103,44.0,5.0,27,12,2,8,3,,10,29.68,29.68,2021-03-15,2021-04-06,Mid-Market,Direct,Yes
CF08437,London,Enterprise,Annual,28,,4.0,Education,Micro,3,29,28,8,2,76.0,81.0,153,16,0,69,0,45.0,6,32.65,914.2,2024-11-16,2025-06-20,Mid-Market,Linkedin,No
CF03964,East Midlands,Starter,Monthly,88,46.0,9.0,Finance,Small,23,29,16,17,13,48.0,104.0,158,11,2,46,0,1.0,0,34.52,3037.76,2024-04-05,2024-07-06,Smb,Referral,No
CF00838,London,Professional,Monthly,15,53.0,2.0,Education,Micro,24,199,26,8,2,93.0,69.0,112,0,5,69,0,18.0,6,179.94,2699.1,2020-09-30,2020-10-05,Smb,Partner,No
CF05830,South East,Professional,Monthly,5,38.0,9.0,Logistics,Small,19,199,0,49,26,23.0,128.0,51,14,0,23,2,28.0,2,194.3,971.5,2022-07-29,2023-03-08,Enterprise,Direct,Yes
CF08901,Scotland,Professional,Annual,16,40.0,7.0,Logistics,Medium,15,199,4,197,45,52.0,130.0,47,7,0,2,3,5.0,9,200.5,3208.0,2021-11-28,2022-03-18,Mid-Market,Linkedin,No
CF11558,Wales,Professional,Monthly,6,50.0,5.0,Technology,Micro,11,29,10,5,3,25.0,170.0,29,5,2,19,5,65.0,0,34.62,207.72,2021-06-04,2021-08-02,Enterprise,Referral,Yes
CF00295,Scotland,Professional,Monthly,13,34.0,7.0,Healthcare,Micro,14,29,24,8,5,32.0,110.0,198,2,2,70,3,85.0,9,24.95,324.35,2020-11-27,2021-01-22,Smb,Partner,No
CF07502,North East,Enterprise,Monthly,23,46.0,2.0,Manufacturing,Small,19,29,7,38,16,32.0,129.0,133,4,1,30,0,83.0,1,34.14,785.22,2022-07-05,2022-07-26,Smb,Google Ads,No
CF09366,Scotland,Starter,Monthly,3,47.0,6.0,Finance,Medium,5,29,16,116,49,64.0,96.0,88,15,2,2,2,29.0,0,29.48,88.44,2024-09-04,2024-12-23,Enterprise,Referral,No
CF01913,Wales,Starter,Monthly,29,48.0,1.0,Manufacturing,Micro,30,29,13,4,3,52.0,71.0,164,11,0,20,0,81.0,11,29.85,865.65,2021-10-26,2022-03-15,Mid-Market,Partner,No
CF13349,East Midlands,Starter,Monthly,9,47.0,8.0,Manufacturing,Medium,6,79,14,220,172,,83.0,78,11,1,39,1,,9,94.15,847.35,2020-07-06,2021-02-23,Smb,Organic Search,No
CF04116,London,Professional,Monthly,41,51.0,9.0,Manufacturing,Small,19,29,11,42,18,20.0,71.0,120,13,1,14,4,2.0,3,34.56,1416.96,2025-03-24,2025-06-20,Enterprise,Linkedin,No
CF04503,South West,Enterprise,Annual,49,44.0,2.0,Manufacturing,Medium,12,199,32,204,83,80.0,179.0,60,2,3,33,5,92.0,3,227.03,11124.47,2020-06-22,2021-01-19,Mid-Market,Google Ads,No
CF08028,Wales,Professional,Monthly,34,46.0,1.0,Finance,Small,15,79,34,22,12,31.0,,52,13,2,49,1,91.0,11,80.05,2721.7,2025-01-10,2025-06-20,Smb,Linkedin,No
CF09817,London,Professional,Monthly,39,57.0,2.0,Retail,Micro,1,199,8,8,2,64.0,,136,1,1,27,2,54.0,1,166.97,6511.83,2020-05-29,2021-01-12,Smb,Partner,No
CF14487,South East,Professional,Monthly,84,48.0,4.0,Technology,Large,6,79,28,926,474,51.0,89.0,13,19,2,22,1,14.0,8,86.58,7272.72,2021-03-19,2022-01-11,Enterprise,Organic Search,No
CF05394,North East,Enterprise,Annual,5,44.0,1.0,Finance,Medium,1,29,39,163,88,64.0,6.0,134,16,1,29,5,50.0,4,32.97,164.85,2023-11-29,2024-03-21,Smb,Direct,Yes
CF11313,Wales,Starter,Monthly,2,59.0,2.0,Manufacturing,Small,23,29,37,39,19,8.0,106.0,115,11,0,1,5,14.0,0,26.06,52.12,2025-05-21,2025-06-20,Smb,Direct,No
CF12458,East Midlands,Starter,Annual,16,45.0,5.0,Education,Small,2,29,17,27,15,70.0,75.0,63,1,4,30,3,,9,26.37,421.92,2025-03-06,2025-06-20,Smb,Referral,No
CF04045,North East,Starter,Monthly,31,42.0,5.0,Finance,Medium,9,29,32,108,28,,11.0,57,0,4,35,4,14.0,11,28.28,876.68,2023-03-13,2023-05-19,Smb,Google Ads,No
CF02238,London,Professional,Monthly,3,44.0,1.0,Finance,Medium,22,29,1,54,23,65.0,131.0,169,19,0,48,3,38.0,3,25.47,76.41,2022-06-12,2022-09-19,Smb,Organic Search,Yes
CF07334,Wales,Starter,Annual,15,53.0,5.0,Manufacturing,Small,12,79,14,11,7,69.0,153.0,116,2,2,46,3,98.0,3,84.24,1263.6,2021-01-28,2021-03-21,Smb,Organic Search,No
CF12963,East Midlands,Starter,Annual,1,42.0,6.0,Finance,Small,7,29,19,14,8,83.0,,71,16,1,13,1,62.0,5,29.76,29.76,2023-03-26,2024-02-16,Enterprise,Organic Search,No
CF10233,East Midlands,Enterprise,Monthly,32,47.0,4.0,Retail,Small,18,79,16,18,5,9.0,103.0,135,5,0,7,5,0.0,10,75.5,2416.0,2021-06-23,2021-11-19,Smb,Google Ads,Yes
CF08405,South East,Starter,Annual,8,54.0,6.0,Logistics,Small,14,79,7,42,28,91.0,93.0,68,16,1,44,1,100.0,5,70.55,564.4,2024-04-08,2024-05-31,Smb,Linkedin,No
CF01576,East Midlands,Starter,Monthly,4,45.0,10.0,Healthcare,Micro,2,29,24,7,4,32.0,53.0,87,17,2,56,0,,8,23.82,95.28,2024-06-05,2025-02-10,Smb,Organic Search,No
CF12045,South East,Professional,Monthly,13,38.0,4.0,Manufacturing,Micro,19,79,14,1,0,,62.0,19,2,1,21,3,36.0,10,69.61,904.93,2024-10-31,2025-05-18,Mid-Market,Partner,No
CF01650,West Midlands,Enterprise,Monthly,14,34.0,4.0,Manufacturing,Small,28,79,6,18,12,78.0,118.0,116,15,3,35,4,71.0,6,83.17,1164.38,2023-06-25,2024-03-27,Mid-Market,Referral,Yes
CF03895,West Midlands,Professional,Monthly,27,44.0,6.0,Finance,Micro,3,79,9,8,4,48.0,120.0,128,12,3,54,5,4.0,7,84.77,2288.79,2022-06-03,2022-10-24,Mid-Market,Linkedin,No
CF00154,London,Starter,Monthly,5,52.0,7.0,Education,Small,3,79,0,32,13,43.0,56.0,140,4,3,57,4,47.0,0,72.06,360.3,2020-12-21,2021-07-10,Mid-Market,Partner,Yes
CF04771,East Midlands,Professional,Monthly,39,46.0,5.0,Logistics,Small,24,29,31,17,13,25.0,73.0,146,11,1,68,2,64.0,9,32.24,1257.36,2021-02-23,2021-10-24,Smb,Organic Search,No
CF00349,South West,Starter,Monthly,4,50.0,3.0,Logistics,Small,9,79,9,23,15,2.0,83.0,198,6,1,61,4,60.0,4,73.07,292.28,2023-02-14,2023-04-16,Mid-Market,Direct,No
CF10563,North East,Starter,Monthly,35,46.0,9.0,Retail,Medium,26,29,40,207,110,48.0,44.0,118,13,2,11,0,,3,26.02,910.7,2022-02-21,2022-04-06,Mid-Market,Partner,No
